btce48h_3003.txt
btce
1364636901714
1364809700542
1364627963,88.71,0.109769,997269,BID
1364627999,88.71,0.109769,997304,BID
1364628106,88.98,0.11,997317,ASK
1364628164,88.98,1.39,997339,ASK
1364628180,88.983,0.662961,997343,ASK
1364628216,88.99,0.949,997357,ASK
1364628661,88.99,3,997435,ASK
1364628702,88.73,0.598,997449,BID
1364628702,88.721,0.663589,997450,BID
1364628702,88.72,0.0584113,997451,BID
1364628725,88.72,0.11382,997461,BID
1364629043,88.72,4,997535,BID
1364629354,88.99,1,997571,ASK
1364629357,88.99,0.183383,997572,ASK
1364629939,88.73,0.103725,997678,BID
1364629986,88.99,0.5,997682,ASK
1364630466,88.73,0.700561,997755,BID
1364630466,88.73,0.447715,997756,BID
1364630649,88.721,0.52,997802,BID
1364630720,88.73,0.353836,997819,ASK
1364631003,88.721,0.717276,997850,BID
1364631003,88.72,2.66344,997851,BID
1364631202,88.725,0.1,997874,ASK
1364631208,88.725,1E-8,997884,ASK
1364631208,88.73,0.793525,997885,ASK
1364631235,88.73,0.1,997888,ASK
1364631307,88.73,0.502114,997894,ASK
1364631311,88.73,0.13111,997897,ASK
1364631339,88.73,5,997902,ASK
1364631639,88.72,1.16432,997927,BID
1364631639,88.62,1.359,997928,BID
1364631639,88.61,1,997929,BID
1364631639,88.61,0.1,997930,BID
1364631639,88.548,0.13679,997931,BID
1364631639,88.502,0.17747,997932,BID
1364631639,88.501,1.93918,997933,BID
1364631639,88.426,0.685459,997934,BID
1364631639,88,4.49777,997935,BID
1364631645,88.73,0.110292,997936,ASK
1364631740,88.709,0.161051,997973,ASK
1364631919,88.701,2,997990,ASK
1364631942,88.1,1.14904,997994,BID
1364632118,88.111,6.44,998019,BID
1364632374,88.723,0.149165,998115,ASK
1364632376,88.723,0.0279546,998121,ASK
1364632376,88.724,0.582132,998123,ASK
1364632376,88.724,0.027955,998124,ASK
1364632376,88.728,0.21805,998125,ASK
1364632376,88.728,0.0279554,998130,ASK
1364632376,88.73,0.985908,998131,ASK
1364632376,88.73,0.0279561,998132,ASK
1364632376,88.799,0.79217,998133,ASK
1364632376,88.799,0.0279565,998134,ASK
1364632376,88.989,1.70828,998135,ASK
1364632533,88.966,4.80104,998165,ASK
1364632533,88.967,0.976815,998166,ASK
1364632534,88.989,0.400866,998169,ASK
1364632543,88.982,0.302723,998172,ASK
1364632560,88.982,4.49831,998175,ASK
1364632561,88.118,0.15,998177,BID
1364632561,88.117,0.023746,998178,BID
1364632562,88.117,0.554085,998183,BID
1364632565,88.981,1.9,998188,ASK
1364632580,88.98,0.1497,998193,ASK
1364632580,88.981,0.337664,998194,ASK
1364632650,88.98,0.13031,998208,BID
1364632677,88.988,0.25,998213,ASK
1364632780,88.989,0.302723,998226,ASK
1364632780,88.989,1.19924,998227,ASK
1364632781,88.989,0.0496722,998230,ASK
1364632820,88.989,0.0809577,998231,BID
1364632914,88.988,0.21236,998269,ASK
1364632914,88.989,0.539058,998270,ASK
1364632914,88.99,3.46762,998271,ASK
1364632914,88.99,3.32533,998272,ASK
1364632932,88.893,0.15,998273,ASK
1364632934,88.893,0.15,998274,ASK
1364632939,88.893,0.0266757,998275,ASK
1364632940,88.97,0.1,998276,ASK
1364632940,89,0.05,998277,ASK
1364632941,89,0.14054,998278,ASK
1364632941,89,0.00946,998279,ASK
1364633008,88.893,0.123324,998285,BID
1364633088,89,0.09154,998303,ASK
1364633088,89,0.0782297,998305,ASK
1364633190,88.893,4E-7,998311,BID
1364633190,88.302,0.59,998312,BID
1364633239,88.72,2,998314,ASK
1364633260,88.99,0.1,998316,ASK
1364633261,88.99,0.451607,998317,BID
1364633263,88.98,0.105976,998318,ASK
1364633452,88.363,2.65,998340,BID
1364633826,88.947,0.1725,998382,ASK
1364633847,88.947,0.149032,998399,ASK
1364633848,88.947,0.149129,998404,ASK
1364633850,88.947,0.386299,998410,ASK
1364633905,88.909,0.49,998415,ASK
1364634039,88.51,0.5,998437,ASK
1364634080,88.8,0.15,998445,ASK
1364634084,88.8,0.15,998446,ASK
1364634091,88.8,0.15,998447,ASK
1364634096,88.8,0.05,998448,ASK
1364634234,88.999,0.498603,998505,ASK
1364634266,88.999,0.163659,998512,ASK
1364634289,88.999,0.387341,998514,BID
1364634308,88.999,3.1E-7,998516,BID
1364634590,89,0.0317703,998589,ASK
1364634590,89,1.05566,998590,ASK
1364634632,89,0.86,998627,ASK
1364634888,89,0.489985,998668,ASK
1364634902,88.8,0.1,998687,BID
1364634911,88.8,0.15,998688,ASK
1364634920,88.8,0.15,998689,ASK
1364634921,88.8,0.15,998690,ASK
1364634929,88.8,0.15,998691,ASK
1364634933,88.8,0.15,998696,ASK
1364634936,88.8,0.15,998697,ASK
1364634940,88.8,0.15,998698,ASK
1364634945,88.8,0.15,998699,ASK
1364634949,88.8,0.15,998700,ASK
1364634951,88.8,0.15,998701,ASK
1364634959,88.8,0.15,998704,ASK
1364634964,88.8,0.15,998705,ASK
1364635055,88.8,0.1,998731,ASK
1364635179,88.8,0.1,998762,BID
1364635207,88.8,0.207388,998764,BID
1364635233,89,0.163531,998773,ASK
1364635362,88.99,0.13027,998805,ASK
1364635819,88.52,0.108902,998908,BID
1364635952,88.99,0.1,998934,ASK
1364636102,88.99,0.1,998941,ASK
1364636162,88.55,0.1,998951,BID
1364636368,88.99,0.971858,998974,ASK
1364636368,88.99,1.14675,998975,ASK
1364636434,89,0.955827,999003,ASK
1364636455,88.6,0.723119,999006,BID
1364636455,88.57,0.208,999007,BID
1364636455,88.55,0.368881,999008,BID
1364636549,89,6E-8,999019,ASK
1364636549,89.065,0.1,999020,ASK
1364636549,89.065,0.1,999021,ASK
1364636549,89.065,0.1,999022,ASK
1364636549,89.065,0.1,999023,ASK
1364636549,89.065,0.0999999,999024,ASK
1364636604,89.065,1.3E-7,999032,ASK
1364636604,89.075,0.1,999033,ASK
1364636604,89.075,0.1,999034,ASK
1364636604,89.075,0.1,999035,ASK
1364636604,89.075,0.1,999036,ASK
1364636604,89.075,0.0699999,999037,ASK
1364636962,88.56,0.12425,999102,BID
1364637046,88.56,0.45575,999117,BID
1364637253,88.56,0.3,999135,ASK
1364637341,88.56,0.1,999141,ASK
1364637356,88.55,0.106048,999142,BID
1364637361,88.54,0.679927,999143,BID
1364637372,88.56,0.1,999147,ASK
1364637372,88.529,0.930125,999148,BID
1364637517,88.41,0.33,999154,BID
1364637702,88.377,0.100798,999161,BID
1364637994,88.41,0.9905,999184,ASK
1364637994,88.56,4.5695,999185,ASK
1364638092,88.56,0.1,999191,ASK
1364638411,88.4,0.101206,999224,BID
1364638441,88.56,5.78173,999226,ASK
1364638815,88.56,0.590598,999256,ASK
1364638965,88.377,0.299202,999263,BID
1364638965,88.27,2.00418,999264,BID
1364638965,88.27,1.515,999265,BID
1364639166,88.54,0.6168,999278,ASK
1364639192,88.54,0.1432,999279,BID
1364639411,88.5,0.1,999288,ASK
1364639491,88.251,0.17677,999293,BID
1364639805,88.202,0.223229,999409,BID
1364639805,88.201,0.613071,999410,BID
1364639836,88.201,0.316929,999435,BID
1364639874,88.2,0.112941,999512,BID
1364639874,88.2,0.113038,999513,BID
1364639875,88.2,0.101,999515,BID
1364639876,88.2,0.101,999518,BID
1364639884,88.2,0.609,999523,BID
1364639922,88.2,0.1258,999532,BID
1364639973,88.251,0.2232,999535,ASK
1364639977,88.2,1.75722,999538,BID
1364640408,88.093,0.422994,999596,BID
1364640625,88.1,0.101,999651,BID
1364640626,88.1,0.11,999708,BID
1364640626,88.1,0.101,999710,BID
1364640627,88.1,0.154664,999722,BID
1364640628,88.1,0.6823,999726,BID
1364640629,88.1,0.101,999729,BID
1364640629,88.1,0.750036,999735,BID
1364640631,88.093,0.000006,999744,BID
1364640631,88.02,1.59999,999745,BID
1364640631,88.02,0.000006,999746,BID
1364640631,88.01,4.42559,999747,BID
1364640635,88.01,0.270353,999762,BID
1364640635,88.01,0.101,999768,BID
1364640635,88.01,0.203053,999769,BID
1364640635,88.001,1.17071,999770,BID
1364640637,88.001,1.0227,999774,BID
1364640637,88.001,0.0808672,999775,BID
1364640637,88,0.502227,999776,BID
1364640637,88,0.275315,999777,BID
1364640637,88,0.101,999778,BID
1364640637,87.971,0.123539,999779,BID
1364640637,87.937,0.138346,999780,BID
1364640637,87.5,0.140907,999781,BID
1364640637,88.01,0.1004,999782,ASK
1364640639,87.5,1.74975,999792,BID
1364640639,87.25,0.29769,999793,BID
1364640639,87.25,0.376496,999795,BID
1364640640,87.25,0.29769,999797,ASK
1364640640,87.5,0.1003,999799,ASK
1364640641,87.5,0.0007,999808,ASK
1364640641,87.5,0.100999,999809,ASK
1364640642,87.251,0.123291,999813,BID
1364640643,87.251,4.75418,999817,BID
1364640643,87.23,0.29769,999819,BID
1364640648,87.15,0.1003,999830,BID
1364640648,87,0.2098,999831,BID
1364640649,87.25,0.1004,999834,ASK
1364640655,87.251,0.101,999841,ASK
1364640655,87.251,0.101,999842,ASK
1364640655,87.251,0.3094,999843,ASK
1364640660,87.5,6.9E-7,999844,ASK
1364640660,87.5,0.307899,999845,ASK
1364640660,87.5,0.00060069,999846,ASK
1364640663,87.719,0.3071,999848,ASK
1364640689,87.719,0.512816,999870,ASK
1364640728,87.719,0.11,999882,BID
1364640741,87.719,0.164512,999889,BID
1364640816,87.719,0.238304,999913,BID
1364640891,87.6,2,999933,BID
1364640938,87.5,0.0997993,999937,BID
1364640938,87.252,0.172336,999938,BID
1364640938,87.15,0.1003,999939,BID
1364640938,87.004,0.0719104,999940,BID
1364641031,87.715,1.55641,999957,ASK
1364641098,87.366,8.79797,999971,BID
1364641103,87.366,3.40383,999974,ASK
1364641173,87.366,0.1,999991,ASK
1364641195,87.366,15.0182,999994,ASK
1364641239,87.7,0.1,1000012,BID
1364641311,87.7,0.01,1000022,ASK
1364641311,87.719,0.143205,1000023,ASK
1364641311,87.719,0.109494,1000024,ASK
1364642047,87.365,0.14982,1000195,BID
1364642068,87.365,0.15663,1000196,BID
1364642068,87.364,0.00002,1000197,BID
1364642188,87.364,0.10028,1000215,BID
1364642194,87.364,0.1,1000217,ASK
1364642221,87.364,0.14972,1000226,ASK
1364642530,87.877,0.82,1000289,ASK
1364642749,87.365,0.104522,1000323,ASK
1364642872,87.343,0.106047,1000336,BID
1364642883,87.343,0.722948,1000338,BID
1364642883,87.343,1,1000339,BID
1364642887,87.343,0.11449,1000340,ASK
1364642972,87.343,0.1,1000354,ASK
1364643160,87.343,0.11449,1000384,ASK
1364643163,87.343,0.11449,1000388,ASK
1364643213,87.342,0.13723,1000398,BID
1364643216,87.342,0.00000398,1000399,BID
1364643217,87.342,0.099996,1000402,ASK
1364643217,87.343,0.04626,1000403,ASK
1364643287,87.28,0.5,1000429,BID
1364643287,87.278,0.514068,1000430,BID
1364643303,87.2,0.1,1000433,BID
1364643303,87.2,3,1000434,BID
1364643303,87.1,0.1,1000435,BID
1364643347,87.017,2.55886,1000455,BID
1364643361,87.016,0.1003,1000463,BID
1364643361,87.016,0.1003,1000464,BID
1364643361,87.016,0.1003,1000465,BID
1364643361,87.016,0.1003,1000466,BID
1364643361,87.016,0.1003,1000467,BID
1364643361,87.016,0.1003,1000468,BID
1364643361,87.016,0.1003,1000469,BID
1364643361,87.016,0.1003,1000470,BID
1364643361,87.016,0.1003,1000471,BID
1364643361,87.016,0.1003,1000472,BID
1364643361,87.016,0.1003,1000473,BID
1364643361,87.016,0.1003,1000474,BID
1364643361,87.016,0.1003,1000475,BID
1364643361,87.016,0.1003,1000476,BID
1364643469,87.343,0.85,1000493,ASK
1364643760,87.011,1.27952,1000548,BID
1364643780,87.011,0.114928,1000562,ASK
1364643782,87.011,0.114928,1000563,ASK
1364643796,87.011,0.114928,1000571,ASK
1364643813,87.011,0.385691,1000572,ASK
1364643846,87.011,0.254071,1000580,BID
1364643846,87.011,0.114928,1000581,BID
1364643846,87.01,0.11,1000582,BID
1364643846,87.01,0.5,1000583,BID
1364643846,87.01,5,1000584,BID
1364643846,87.001,1,1000585,BID
1364643846,87,4.7902,1000586,BID
1364643846,87,1.87126,1000587,BID
1364643846,87,0.143079,1000588,BID
1364643846,87,0.128771,1000589,BID
1364643846,87,0.1,1000590,BID
1364643846,86.994,0.1003,1000591,BID
1364643846,86.994,0.1003,1000592,BID
1364643846,86.994,0.1003,1000593,BID
1364643846,86.994,0.1003,1000594,BID
1364643846,86.994,0.1003,1000595,BID
1364643846,86.994,0.1003,1000596,BID
1364643846,86.994,0.1003,1000597,BID
1364643846,86.902,0.1003,1000598,BID
1364643846,86.893,0.1,1000599,BID
1364643846,86.8,2.3139,1000600,BID
1364643846,86.729,0.123789,1000601,BID
1364643846,86.5,0.1,1000602,BID
1364643846,86.5,0.144933,1000603,BID
