mtgox48h_3003.txt
mtgox
1364637833735
1364810633735
1364634188,92.29995,2.48826319,1364634188865674,BID
1364634189,92.29995,0.3568,1364634189792286,BID
1364634199,92.29995,1.47028442,1364634199961260,BID
1364634396,92.29,0.876,1364634396529848,ASK
1364634455,92.00001,2.22730251,1364634455233410,BID
1364634455,92,2.87748232,1364634455313006,BID
1364634581,92.27999,2.22730251,1364634581361682,ASK
1364634581,92.29,1.04545806,1364634581665552,ASK
1364634648,92,0.01874298,1364634648857041,BID
1364634669,92.00001,0.121,1364634669320017,BID
1364634956,92.26999,0.121,1364634956256818,ASK
1364634956,92.26999,0.447,1364634956351511,ASK
1364634956,92.27,4.9569364,1364634956399187,ASK
1364634956,92.29,0.0835636,1364634956458881,ASK
1364635040,92.29,0.02166847,1364635040111392,ASK
1364635085,92.18714,0.26096004,1364635085681975,BID
1364635085,92.18713,1.73903996,1364635085924255,BID
1364635109,92.18713,0.23196004,1364635109811259,BID
1364635109,92,1.76803996,1364635109884453,BID
1364635131,92.00001,1.28712588,1364635131698977,BID
1364635131,92,0.71287412,1364635131775957,BID
1364635165,92,4.36681137,1364635165352666,BID
1364635165,92,8.02318863,1364635165414665,BID
1364635178,92,0.5,1364635178484942,BID
1364635205,92,3.50413799,1364635205122416,BID
1364635253,92,0.5,1364635253403460,BID
1364635256,92,0.199,1364635256032597,BID
1364635257,92,0.1,1364635257937102,BID
1364635318,92,2,1364635318771901,BID
1364635395,92,5.1061063,1364635395790007,BID
1364635415,92,2,1364635415797572,BID
1364635423,92,25,1364635423690378,BID
1364635439,92,10,1364635439804097,BID
1364635522,92,5,1364635522445160,BID
1364635528,92,4.11106708,1364635528544538,BID
1364635528,91.9,0.88893292,1364635528610662,BID
1364635541,92,0.9822539,1364635541441747,ASK
1364635542,91.90001,0.66298229,1364635542069739,BID
1364635542,91.9,4.33701771,1364635542145474,BID
1364635612,91.9,1,1364635612263052,BID
1364635648,91.9,1,1364635648194246,BID
1364635679,91.9,0.30921588,1364635679155481,BID
1364635692,91.89999,1.01690065,1364635692499611,ASK
1364635695,91.89999,1,1364635695890446,ASK
1364635702,91.80091,1.10553411,1364635702751406,BID
1364635702,91.8009,0.89446589,1364635702823543,BID
1364635743,91.80092,0.1160432,1364635743229565,BID
1364635743,91.8009,4.3008568,1364635743327550,BID
1364635833,91.8009,0.6005,1364635833279043,BID
1364635921,91.8009,0.09601966,1364635921735380,BID
1364636048,91.8009,0.66193927,1364636048950670,BID
1364636050,91.89999,3.4,1364636050068206,ASK
1364636057,91.8009,10.269,1364636057219481,BID
1364636058,91.8009,3.6852244,1364636058024430,BID
1364636058,91.8,0.01,1364636058094285,BID
1364636058,91.8,0.42792581,1364636058132453,BID
1364636058,91.75004,0.34787595,1364636058275677,BID
1364636058,91.75004,0.26090696,1364636058346812,BID
1364636058,91.75004,0.19568022,1364636058415507,BID
1364636058,91.75003,5.07238666,1364636058661065,BID
1364636089,91.89999,1.17562969,1364636089266902,ASK
1364636092,91.9,0.12687998,1364636092871533,BID
1364636159,91.9,8.69749033,1364636159377058,BID
1364636159,91.75003,426.94579682,1364636159486300,BID
1364636159,91.72849,2.13798,1364636159715344,BID
1364636159,91.59116,1.09180847,1364636159842245,BID
1364636159,91.5,10,1364636159913978,BID
1364636159,91.27213,2.3058,1364636159956464,BID
1364636160,91.25486,1.56979156,1364636160014009,BID
1364636160,91.23172,0.48321621,1364636160184524,BID
1364636160,91.2,1.4031,1364636160276227,BID
1364636160,91.1513,0.18399096,1364636160359866,BID
1364636160,91.01828,0.8065575,1364636160431363,BID
1364636160,91,5,1364636160518082,BID
1364636160,90.9,5,1364636160557000,BID
1364636160,90.81804,2.31575,1364636160596747,BID
1364636160,90.8012,0.18343311,1364636160649303,BID
1364636160,90.8,5,1364636160693121,BID
1364636160,90.75741,1.3442625,1364636160735421,BID
1364636160,90.73349,0.10741722,1364636160783142,BID
1364636160,90.68431,1.10272659,1364636160829050,BID
1364636160,90.6,5,1364636160886980,BID
1364636160,90.511,4,1364636160944702,BID
1364636160,90.5,0.57432872,1364636160990464,BID
1364636161,90.5,1,1364636161063817,BID
1364636161,90.5,0.59574932,1364636161185949,BID
1364636194,91.9,5.552,1364636194346966,BID
1364636197,91.9,1.09611023,1364636197642945,BID
1364636236,91.9,3.35188977,1364636236164198,BID
1364636236,91.9,1.64811023,1364636236497191,BID
